City,Date,Card Type,Exp Type,Gender,Amount,Year,Month,Day,Weekday
"Delhi, India",19-05-2015,Signature,Femaleood,Female,45521,2015,5,19,Tuesday
"Ahmedabad, India",19-05-2015,Platinum,Entertainment,M,246733,2015,5,19,Tuesday
"Delhi, India",19-05-2015,Signature,Entertainment,Female,193645,2015,5,19,Tuesday
"Delhi, India",19-05-2015,Signature,Femaleuel,Female,260184,2015,5,19,Tuesday
"Nanjikottai, India",19-05-2015,Silver,Femaleood,M,88442,2015,5,19,Tuesday
"Seoni, India",19-05-2015,Silver,Femaleood,M,139712,2015,5,19,Tuesday
"Ashok Nagar, India",19-05-2015,Silver,Grocery,Female,270479,2015,5,19,Tuesday
"Dhoraji, India",19-05-2015,Platinum,Femaleood,Female,166610,2015,5,19,Tuesday
"Vyara, India",19-05-2015,Silver,Femaleood,M,71234,2015,5,19,Tuesday
"Rajsamand, India",19-05-2015,Gold,Grocery,Female,296764,2015,5,19,Tuesday
"Dharmanagar, India",19-05-2015,Platinum,Bills,Female,285697,2015,5,19,Tuesday
"Mandvi, India",19-05-2015,Silver,Entertainment,Female,265618,2015,5,19,Tuesday
"Byasanagar, India",19-05-2015,Platinum,Femaleood,Female,31453,2015,5,19,Tuesday
"Tirur, India",19-05-2015,Silver,Entertainment,M,26094,2015,5,19,Tuesday
"Panaji, India",19-05-2015,Gold,Bills,M,192543,2015,5,19,Tuesday
"Zira, India",19-05-2015,Platinum,Entertainment,M,190358,2015,5,19,Tuesday
"Hyderabad, India",19-05-2015,Silver,Grocery,M,192063,2015,5,19,Tuesday
"Jaipur, India",19-05-2015,Signature,Femaleuel,Female,48428,2015,5,19,Tuesday
"Kolkata, India",19-05-2015,Signature,Femaleood,Female,251675,2015,5,19,Tuesday
"Kolkata, India",19-05-2015,Gold,Femaleood,Female,2820,2015,5,19,Tuesday
"Jaipur, India",19-05-2015,Gold,Grocery,Female,72622,2015,5,19,Tuesday
"Hyderabad, India",19-05-2015,Gold,Grocery,M,193732,2015,5,19,Tuesday
"Lucknow, India",19-05-2015,Silver,Femaleuel,Female,112842,2015,5,19,Tuesday
"Kanpur, India",19-05-2015,Silver,Femaleood,M,138848,2015,5,19,Tuesday
"Kanpur, India",19-05-2015,Signature,Entertainment,M,212581,2015,5,19,Tuesday
"Pune, India",19-05-2015,Gold,Femaleuel,Female,54339,2015,5,19,Tuesday
"Surat, India",19-05-2015,Gold,Travel,M,269464,2015,5,19,Tuesday
"Delhi, India",18-05-2015,Silver,Bills,Female,139246,2015,5,18,Monday
"Delhi, India",18-05-2015,Platinum,Femaleood,Female,120532,2015,5,18,Monday
"Delhi, India",18-05-2015,Platinum,Femaleuel,Female,253259,2015,5,18,Monday
"Greater Mumbai, India",18-05-2015,Signature,Femaleuel,M,77699,2015,5,18,Monday
"Greater Mumbai, India",18-05-2015,Gold,Bills,Female,221489,2015,5,18,Monday
"Delhi, India",18-05-2015,Gold,Femaleood,M,65357,2015,5,18,Monday
"Delhi, India",18-05-2015,Signature,Femaleuel,M,1678,2015,5,18,Monday
"Bengaluru, India",18-05-2015,Silver,Femaleuel,Female,119664,2015,5,18,Monday
"Ahmedabad, India",18-05-2015,Platinum,Femaleuel,M,95552,2015,5,18,Monday
"Delhi, India",18-05-2015,Platinum,Entertainment,M,273727,2015,5,18,Monday
"Delhi, India",18-05-2015,Platinum,Femaleuel,Female,211941,2015,5,18,Monday
"Greater Mumbai, India",18-05-2015,Gold,Bills,Female,28085,2015,5,18,Monday
"Bengaluru, India",18-05-2015,Gold,Bills,M,30854,2015,5,18,Monday
"Bengaluru, India",18-05-2015,Gold,Femaleuel,Female,116470,2015,5,18,Monday
"Ahmedabad, India",18-05-2015,Signature,Grocery,M,159330,2015,5,18,Monday
"Delhi, India",18-05-2015,Silver,Bills,M,87461,2015,5,18,Monday
"Delhi, India",18-05-2015,Gold,Grocery,Female,146198,2015,5,18,Monday
"Ahmedabad, India",18-05-2015,Platinum,Entertainment,Female,204641,2015,5,18,Monday
"Bengaluru, India",18-05-2015,Gold,Grocery,M,223891,2015,5,18,Monday
"Delhi, India",18-05-2015,Signature,Femaleood,Female,16285,2015,5,18,Monday
"Bengaluru, India",18-05-2015,Platinum,Entertainment,Female,148425,2015,5,18,Monday
"Greater Mumbai, India",18-05-2015,Silver,Grocery,M,14222,2015,5,18,Monday
"Delhi, India",18-05-2015,Signature,Bills,M,53081,2015,5,18,Monday
"Delhi, India",18-05-2015,Platinum,Grocery,M,6871,2015,5,18,Monday
"Delhi, India",18-05-2015,Platinum,Entertainment,Female,295780,2015,5,18,Monday
"Greater Mumbai, India",18-05-2015,Platinum,Entertainment,M,104683,2015,5,18,Monday
"Murwara (Katni), India",18-05-2015,Gold,Femaleood,Female,152062,2015,5,18,Monday
"Usilampatti, India",18-05-2015,Platinum,Grocery,M,76856,2015,5,18,Monday
"Ratnagiri, India",18-05-2015,Silver,Femaleuel,Female,199825,2015,5,18,Monday
"Nathdwara, India",18-05-2015,Silver,Femaleood,M,1707,2015,5,18,Monday
"Thiruvananthapuram, India",18-05-2015,Signature,Femaleood,Female,130382,2015,5,18,Monday
"Sunabeda, India",18-05-2015,Signature,Bills,Female,219759,2015,5,18,Monday
"Rudrapur, India",18-05-2015,Gold,Femaleood,Female,157681,2015,5,18,Monday
"Thanjavur, India",18-05-2015,Signature,Grocery,Female,97600,2015,5,18,Monday
"Arvi, India",18-05-2015,Signature,Femaleood,M,58336,2015,5,18,Monday
"Patratu, India",18-05-2015,Signature,Femaleood,M,130902,2015,5,18,Monday
"Vellakoil, India",18-05-2015,Platinum,Femaleood,M,221626,2015,5,18,Monday
"Thiruvananthapuram, India",18-05-2015,Gold,Grocery,Female,212271,2015,5,18,Monday
"Bhiwani, India",18-05-2015,Platinum,Entertainment,Female,98053,2015,5,18,Monday
"Kanpur, India",18-05-2015,Gold,Femaleood,Female,88395,2015,5,18,Monday
"Chennai, India",18-05-2015,Signature,Grocery,Female,167611,2015,5,18,Monday
"Jaipur, India",18-05-2015,Signature,Grocery,M,246514,2015,5,18,Monday
"Jaipur, India",18-05-2015,Silver,Femaleood,M,86699,2015,5,18,Monday
"Jaipur, India",18-05-2015,Signature,Bills,Female,67251,2015,5,18,Monday
"Pune, India",18-05-2015,Platinum,Femaleuel,M,129212,2015,5,18,Monday
"Chennai, India",18-05-2015,Silver,Entertainment,M,3356,2015,5,18,Monday
"Lucknow, India",18-05-2015,Signature,Bills,Female,211555,2015,5,18,Monday
"Chennai, India",18-05-2015,Gold,Femaleuel,Female,24703,2015,5,18,Monday
"Hyderabad, India",18-05-2015,Platinum,Travel,M,168318,2015,5,18,Monday
"Bengaluru, India",17-05-2015,Silver,Bills,Female,792440,2015,5,17,Sunday
"Delhi, India",17-05-2015,Silver,Femaleuel,M,64336,2015,5,17,Sunday
"Bengaluru, India",17-05-2015,Silver,Femaleuel,Female,112053,2015,5,17,Sunday
"Greater Mumbai, India",17-05-2015,Silver,Femaleood,Female,105753,2015,5,17,Sunday
"Bengaluru, India",17-05-2015,Platinum,Grocery,Female,278444,2015,5,17,Sunday
"Ahmedabad, India",17-05-2015,Silver,Entertainment,Female,60875,2015,5,17,Sunday
"Delhi, India",17-05-2015,Signature,Femaleood,M,139318,2015,5,17,Sunday
"Bengaluru, India",17-05-2015,Platinum,Femaleuel,Female,190699,2015,5,17,Sunday
"Ahmedabad, India",17-05-2015,Silver,Femaleood,Female,86813,2015,5,17,Sunday
"Bengaluru, India",17-05-2015,Silver,Femaleood,M,163129,2015,5,17,Sunday
"Ahmedabad, India",17-05-2015,Signature,Entertainment,Female,125449,2015,5,17,Sunday
"Bengaluru, India",17-05-2015,Platinum,Femaleood,Female,275728,2015,5,17,Sunday
"Delhi, India",17-05-2015,Platinum,Grocery,M,137032,2015,5,17,Sunday
"Delhi, India",17-05-2015,Platinum,Femaleuel,M,2948,2015,5,17,Sunday
"Delhi, India",17-05-2015,Silver,Grocery,M,62831,2015,5,17,Sunday
"Bengaluru, India",17-05-2015,Platinum,Femaleuel,Female,64993,2015,5,17,Sunday
"Greater Mumbai, India",17-05-2015,Gold,Bills,Female,24467,2015,5,17,Sunday
"Sidlaghatta, India",17-05-2015,Signature,Bills,M,70662,2015,5,17,Sunday
"Guntur, India",17-05-2015,Platinum,Bills,M,256813,2015,5,17,Sunday
"Peddapuram, India",17-05-2015,Platinum,Femaleuel,M,108651,2015,5,17,Sunday
"Paravoor, India",17-05-2015,Platinum,Femaleood,Female,282153,2015,5,17,Sunday
"Puttur, India",17-05-2015,Silver,Femaleuel,Female,137050,2015,5,17,Sunday
"Sircilla, India",17-05-2015,Silver,Grocery,M,172697,2015,5,17,Sunday
"Sundargarh, India",17-05-2015,Silver,Grocery,Female,133643,2015,5,17,Sunday
"Munger, India",17-05-2015,Signature,Femaleuel,Female,96116,2015,5,17,Sunday
"Manwath, India",17-05-2015,Silver,Grocery,M,30190,2015,5,17,Sunday
"Pune, India",17-05-2015,Platinum,Grocery,Female,63630,2015,5,17,Sunday
"Kolkata, India",17-05-2015,Platinum,Femaleuel,M,244037,2015,5,17,Sunday
"Hyderabad, India",17-05-2015,Signature,Femaleuel,M,228545,2015,5,17,Sunday
"Kolkata, India",17-05-2015,Signature,Femaleuel,Female,56502,2015,5,17,Sunday
"Kanpur, India",17-05-2015,Gold,Femaleuel,Female,178618,2015,5,17,Sunday
"Pune, India",17-05-2015,Gold,Femaleuel,Female,272040,2015,5,17,Sunday
"Chennai, India",17-05-2015,Signature,Grocery,M,221691,2015,5,17,Sunday
"Jaipur, India",17-05-2015,Platinum,Femaleood,Female,78680,2015,5,17,Sunday
"Surat, India",17-05-2015,Gold,Femaleood,Female,145049,2015,5,17,Sunday
"Kanpur, India",17-05-2015,Signature,Bills,M,148369,2015,5,17,Sunday
"Lucknow, India",17-05-2015,Silver,Travel,Female,299618,2015,5,17,Sunday
"Greater Mumbai, India",16-05-2015,Gold,Femaleood,Female,95081,2015,5,16,Saturday
"Bengaluru, India",16-05-2015,Silver,Femaleood,M,241280,2015,5,16,Saturday
"Bengaluru, India",16-05-2015,Gold,Grocery,M,233351,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Platinum,Femaleuel,M,250456,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Signature,Femaleuel,M,19567,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Gold,Grocery,Female,228369,2015,5,16,Saturday
"Bengaluru, India",16-05-2015,Silver,Bills,M,291273,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Gold,Femaleuel,Female,187152,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Silver,Femaleuel,M,119325,2015,5,16,Saturday
"Delhi, India",16-05-2015,Signature,Femaleood,Female,204733,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Gold,Entertainment,M,22289,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Signature,Grocery,Female,212709,2015,5,16,Saturday
"Delhi, India",16-05-2015,Signature,Bills,M,96674,2015,5,16,Saturday
"Delhi, India",16-05-2015,Platinum,Bills,Female,130026,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Signature,Entertainment,M,142768,2015,5,16,Saturday
"Delhi, India",16-05-2015,Platinum,Bills,Female,147289,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Silver,Grocery,Female,126537,2015,5,16,Saturday
"Delhi, India",16-05-2015,Platinum,Grocery,M,12243,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Silver,Femaleuel,M,217078,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Gold,Bills,Female,110947,2015,5,16,Saturday
"Greater Mumbai, India",16-05-2015,Gold,Bills,M,67736,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Platinum,Femaleood,Female,212883,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Signature,Bills,Female,114040,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Gold,Grocery,Female,72831,2015,5,16,Saturday
"Ahmedabad, India",16-05-2015,Platinum,Grocery,M,77573,2015,5,16,Saturday
"Mahnar Bazar, India",16-05-2015,Signature,Bills,Female,242549,2015,5,16,Saturday
"Sidhpur, India",16-05-2015,Signature,Bills,M,110020,2015,5,16,Saturday
"Mangrulpir, India",16-05-2015,Platinum,Femaleood,Female,215351,2015,5,16,Saturday
"Sitapur, India",16-05-2015,Platinum,Femaleood,Female,249808,2015,5,16,Saturday
"Kalpi, India",16-05-2015,Silver,Bills,Female,32521,2015,5,16,Saturday
"Vadalur, India",16-05-2015,Platinum,Grocery,Female,280249,2015,5,16,Saturday
"Uravakonda, India",16-05-2015,Silver,Grocery,M,258756,2015,5,16,Saturday
"Mahasamund, India",16-05-2015,Platinum,Femaleuel,M,241057,2015,5,16,Saturday
"Pune, India",16-05-2015,Platinum,Bills,Female,137328,2015,5,16,Saturday
"Hyderabad, India",16-05-2015,Silver,Bills,Female,211382,2015,5,16,Saturday
"Kanpur, India",16-05-2015,Platinum,Bills,Female,233703,2015,5,16,Saturday
"Hyderabad, India",16-05-2015,Signature,Entertainment,Female,146191,2015,5,16,Saturday
"Surat, India",16-05-2015,Silver,Grocery,M,237658,2015,5,16,Saturday
"Pune, India",16-05-2015,Gold,Grocery,M,16381,2015,5,16,Saturday
"Chennai, India",16-05-2015,Gold,Travel,M,173796,2015,5,16,Saturday
"Chennai, India",16-05-2015,Gold,Travel,Female,245460,2015,5,16,Saturday
"Bengaluru, India",15-05-2015,Silver,Bills,Female,775859,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Gold,Bills,Female,464663,2015,5,15,Friday
"Delhi, India",15-05-2015,Signature,Grocery,M,221573,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Gold,Femaleuel,M,41864,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Silver,Bills,Female,171452,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Platinum,Femaleood,Female,17119,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Gold,Femaleuel,M,182351,2015,5,15,Friday
"Greater Mumbai, India",15-05-2015,Signature,Femaleuel,M,106585,2015,5,15,Friday
"Greater Mumbai, India",15-05-2015,Silver,Entertainment,Female,73287,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Gold,Femaleuel,Female,294497,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Silver,Grocery,Female,98814,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Silver,Bills,Female,191817,2015,5,15,Friday
"Delhi, India",15-05-2015,Platinum,Grocery,M,151524,2015,5,15,Friday
"Delhi, India",15-05-2015,Platinum,Femaleuel,Female,125661,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Silver,Femaleuel,M,92272,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Signature,Femaleuel,Female,3686,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Platinum,Femaleuel,M,174949,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Silver,Femaleood,M,123731,2015,5,15,Friday
"Delhi, India",15-05-2015,Platinum,Femaleuel,Female,274820,2015,5,15,Friday
"Greater Mumbai, India",15-05-2015,Platinum,Femaleood,M,66360,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Gold,Grocery,M,2562,2015,5,15,Friday
"Bengaluru, India",15-05-2015,Silver,Bills,Female,31651,2015,5,15,Friday
"Ahmedabad, India",15-05-2015,Signature,Grocery,M,61661,2015,5,15,Friday
"Delhi, India",15-05-2015,Silver,Femaleood,M,5854,2015,5,15,Friday
"Delhi, India",15-05-2015,Silver,Grocery,Female,13820,2015,5,15,Friday
"Delhi, India",15-05-2015,Gold,Entertainment,M,69676,2015,5,15,Friday
"Delhi, India",15-05-2015,Platinum,Grocery,M,21941,2015,5,15,Friday
"Delhi, India",15-05-2015,Platinum,Femaleood,M,171081,2015,5,15,Friday
"Delhi, India",15-05-2015,Signature,Grocery,Female,18179,2015,5,15,Friday
"Losal, India",15-05-2015,Signature,Femaleood,M,287960,2015,5,15,Friday
"Sankari, India",15-05-2015,Platinum,Grocery,Female,229322,2015,5,15,Friday
"Pollachi, India",15-05-2015,Gold,Femaleuel,M,240440,2015,5,15,Friday
"Uran Islampur, India",15-05-2015,Platinum,Entertainment,M,181513,2015,5,15,Friday
"Lucknow, India",15-05-2015,Signature,Entertainment,M,35046,2015,5,15,Friday
"Pune, India",15-05-2015,Signature,Bills,Female,116656,2015,5,15,Friday
"Jaipur, India",15-05-2015,Gold,Grocery,M,42781,2015,5,15,Friday
"Kolkata, India",15-05-2015,Signature,Femaleood,M,169257,2015,5,15,Friday
"Surat, India",15-05-2015,Silver,Entertainment,Female,239371,2015,5,15,Friday
"Hyderabad, India",15-05-2015,Gold,Bills,Female,83686,2015,5,15,Friday
"Hyderabad, India",15-05-2015,Silver,Travel,Female,280335,2015,5,15,Friday
"Ahmedabad, India",14-05-2015,Silver,Femaleuel,M,286599,2015,5,14,Thursday
"Bengaluru, India",14-05-2015,Signature,Femaleuel,M,125896,2015,5,14,Thursday
"Delhi, India",14-05-2015,Platinum,Entertainment,Female,183892,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Signature,Bills,Female,242987,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Signature,Bills,Female,168558,2015,5,14,Thursday
"Delhi, India",14-05-2015,Silver,Femaleuel,Female,232025,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Platinum,Femaleood,Female,35445,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Signature,Bills,M,252756,2015,5,14,Thursday
"Delhi, India",14-05-2015,Platinum,Entertainment,Female,158767,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Platinum,Femaleood,Female,61427,2015,5,14,Thursday
"Delhi, India",14-05-2015,Gold,Femaleood,Female,219763,2015,5,14,Thursday
"Bengaluru, India",14-05-2015,Silver,Femaleuel,M,253637,2015,5,14,Thursday
"Delhi, India",14-05-2015,Silver,Entertainment,M,9474,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Platinum,Femaleuel,Female,201228,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Signature,Bills,Female,68050,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Gold,Grocery,M,145642,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Platinum,Entertainment,Female,183750,2015,5,14,Thursday
"Bengaluru, India",14-05-2015,Platinum,Grocery,M,240167,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Silver,Grocery,M,266343,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Silver,Femaleood,M,140045,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Gold,Bills,Female,259398,2015,5,14,Thursday
"Bengaluru, India",14-05-2015,Signature,Grocery,Female,160400,2015,5,14,Thursday
"Delhi, India",14-05-2015,Silver,Bills,M,238402,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Signature,Bills,M,78480,2015,5,14,Thursday
"Delhi, India",14-05-2015,Silver,Bills,Female,280939,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Silver,Femaleood,M,125039,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Gold,Femaleuel,M,236940,2015,5,14,Thursday
"Greater Mumbai, India",14-05-2015,Platinum,Femaleuel,M,88082,2015,5,14,Thursday
"Ahmedabad, India",14-05-2015,Signature,Femaleood,M,47797,2015,5,14,Thursday
"Delhi, India",14-05-2015,Platinum,Femaleuel,Female,58107,2015,5,14,Thursday
"Arwal, India",14-05-2015,Silver,Grocery,Female,29786,2015,5,14,Thursday
"Shrigonda, India",14-05-2015,Silver,Femaleuel,M,186758,2015,5,14,Thursday
"Nargund, India",14-05-2015,Gold,Femaleuel,Female,179688,2015,5,14,Thursday
"Mankachar, India",14-05-2015,Silver,Grocery,M,31088,2015,5,14,Thursday
"Araria, India",14-05-2015,Signature,Femaleood,Female,243630,2015,5,14,Thursday
"Shahpura, India",14-05-2015,Gold,Grocery,M,159067,2015,5,14,Thursday
"Cuttack, India",14-05-2015,Signature,Femaleood,Female,20493,2015,5,14,Thursday
"Ottappalam, India",14-05-2015,Signature,Grocery,Female,96412,2015,5,14,Thursday
"Kolkata, India",14-05-2015,Signature,Bills,Female,194619,2015,5,14,Thursday
"Pune, India",14-05-2015,Platinum,Grocery,M,217454,2015,5,14,Thursday
"Chennai, India",14-05-2015,Signature,Bills,Female,3696,2015,5,14,Thursday
"Chennai, India",14-05-2015,Silver,Femaleood,M,25255,2015,5,14,Thursday
"Surat, India",14-05-2015,Silver,Femaleood,M,43869,2015,5,14,Thursday
"Hyderabad, India",14-05-2015,Platinum,Femaleood,M,134060,2015,5,14,Thursday
"Surat, India",14-05-2015,Signature,Entertainment,Female,290358,2015,5,14,Thursday
"Jaipur, India",14-05-2015,Platinum,Grocery,Female,38459,2015,5,14,Thursday
"Kanpur, India",14-05-2015,Gold,Femaleood,M,125535,2015,5,14,Thursday
"Kanpur, India",14-05-2015,Platinum,Femaleuel,Female,171842,2015,5,14,Thursday
"Lucknow, India",14-05-2015,Silver,Entertainment,M,29969,2015,5,14,Thursday
"Kanpur, India",14-05-2015,Silver,Femaleood,Female,249410,2015,5,14,Thursday
"Kolkata, India",14-05-2015,Signature,Bills,M,36961,2015,5,14,Thursday
"Kanpur, India",14-05-2015,Gold,Grocery,Female,166852,2015,5,14,Thursday
"Chennai, India",14-05-2015,Platinum,Femaleuel,M,243595,2015,5,14,Thursday
"Jaipur, India",14-05-2015,Gold,Femaleuel,Female,21242,2015,5,14,Thursday
"Hyderabad, India",14-05-2015,Platinum,Travel,M,252790,2015,5,14,Thursday
"Pune, India",14-05-2015,Silver,Travel,M,270769,2015,5,14,Thursday
"Bengaluru, India",13-05-2015,Silver,Bills,Female,371572,2015,5,13,Wednesday
"Ahmedabad, India",13-05-2015,Gold,Bills,Female,13162,2015,5,13,Wednesday
"Ahmedabad, India",13-05-2015,Silver,Femaleood,Female,7448,2015,5,13,Wednesday
"Ahmedabad, India",13-05-2015,Platinum,Femaleood,Female,116446,2015,5,13,Wednesday
"Ahmedabad, India",13-05-2015,Silver,Femaleood,Female,92602,2015,5,13,Wednesday
"Delhi, India",13-05-2015,Signature,Grocery,M,183035,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Platinum,Bills,M,185838,2015,5,13,Wednesday
"Bengaluru, India",13-05-2015,Signature,Femaleuel,M,133862,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Gold,Bills,Female,147108,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Signature,Femaleuel,M,45926,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Silver,Femaleuel,Female,185757,2015,5,13,Wednesday
"Delhi, India",13-05-2015,Silver,Femaleood,M,157207,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Signature,Femaleuel,Female,234689,2015,5,13,Wednesday
"Delhi, India",13-05-2015,Gold,Entertainment,M,268010,2015,5,13,Wednesday
"Delhi, India",13-05-2015,Silver,Femaleood,Female,133879,2015,5,13,Wednesday
"Bengaluru, India",13-05-2015,Silver,Grocery,M,242059,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Gold,Entertainment,Female,180452,2015,5,13,Wednesday
"Ahmedabad, India",13-05-2015,Gold,Entertainment,Female,168414,2015,5,13,Wednesday
"Greater Mumbai, India",13-05-2015,Signature,Bills,M,55545,2015,5,13,Wednesday
"Bengaluru, India",13-05-2015,Silver,Grocery,M,44568,2015,5,13,Wednesday
